2025-08-05 08:10:27,446 - INFO - Chime activated (twice) - Deck: 51, Card: 1, Chime: engine_check
2025-08-05 08:10:27,464 - INFO - Chime activated (once) - Deck: 51, Card: 2, Chime: engine_check
2025-08-05 08:10:27,484 - INFO - Chime activated (once) - Deck: 52, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 08:10:27,503 - INFO - Chime activated (once) - Deck: 53, Card: 1, Chime: engine_check
2025-08-05 08:10:27,522 - INFO - Chime activated (twice) - Deck: 53, Card: 2, Chime: engine_check
2025-08-05 08:10:27,547 - INFO - Chime activated (once) - Deck: 54, Card: 1, Chime: blinker
2025-08-05 08:10:27,574 - INFO - Chime activated (continuous) - Deck: 55, Card: 1, Chime: jeep_seatbelt_alert
2025-08-05 08:10:27,594 - INFO - Chime activated (once) - Deck: 55, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 08:10:27,619 - INFO - Chime activated (once) - Deck: 56, Card: 1, Chime: low_fuel
2025-08-05 08:10:27,643 - INFO - Chime activated (once) - Deck: 56, Card: 2, Chime: engine_check
2025-08-05 08:10:27,671 - INFO - Chime activated (once) - Deck: 56, Card: 3, Chime: engine_check
2025-08-05 08:10:27,690 - INFO - Chime activated (once) - Deck: 59, Card: 1, Chime: blinker
2025-08-05 08:10:27,707 - INFO - Chime activated (once) - Deck: 60, Card: 1, Chime: blinker
2025-08-05 08:10:27,728 - INFO - Chime activated (twice) - Deck: 61, Card: 2, Chime: engine_check
2025-08-05 08:10:27,748 - INFO - Chime activated (twice) - Deck: 61, Card: 3, Chime: engine_check
2025-08-05 08:10:30,544 - INFO - Chime second play scheduled - Deck: 61, Card: 3, Play Count: 1
2025-08-05 08:10:30,544 - INFO - Chime second play scheduled - Deck: 61, Card: 2, Play Count: 1
2025-08-05 08:10:30,545 - INFO - Chime second play scheduled - Deck: 51, Card: 1, Play Count: 1
2025-08-05 08:10:30,645 - INFO - Chime second play scheduled - Deck: 53, Card: 2, Play Count: 1
