2025-08-05 13:17:49,331 - INFO - Chime activated (twice) - Deck: 51, Card: 1, Chime: engine_check
2025-08-05 13:17:49,353 - INFO - Chime activated (once) - Deck: 51, Card: 2, Chime: engine_check
2025-08-05 13:17:49,379 - INFO - Chime activated (once) - Deck: 52, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 13:17:49,403 - INFO - Chime activated (once) - Deck: 53, Card: 1, Chime: engine_check
2025-08-05 13:17:49,430 - INFO - Chime activated (twice) - Deck: 53, Card: 2, Chime: engine_check
2025-08-05 13:17:49,461 - INFO - Chime activated (once) - Deck: 54, Card: 1, Chime: blinker
2025-08-05 13:17:49,493 - INFO - Chime activated (continuous) - Deck: 55, Card: 1, Chime: jeep_seatbelt_alert
2025-08-05 13:17:49,528 - INFO - Chime activated (once) - Deck: 55, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 13:17:49,554 - INFO - Chime activated (once) - Deck: 56, Card: 1, Chime: low_fuel
2025-08-05 13:17:49,580 - INFO - Chime activated (once) - Deck: 56, Card: 2, Chime: engine_check
2025-08-05 13:17:49,605 - INFO - Chime activated (once) - Deck: 56, Card: 3, Chime: engine_check
2025-08-05 13:17:49,629 - INFO - Chime activated (once) - Deck: 59, Card: 1, Chime: blinker
2025-08-05 13:17:49,652 - INFO - Chime activated (once) - Deck: 60, Card: 1, Chime: blinker
2025-08-05 13:17:49,675 - INFO - Chime activated (twice) - Deck: 61, Card: 2, Chime: engine_check
2025-08-05 13:17:49,698 - INFO - Chime activated (twice) - Deck: 61, Card: 3, Chime: engine_check
2025-08-05 13:17:52,520 - INFO - Chime second play scheduled - Deck: 61, Card: 3, Play Count: 1
2025-08-05 13:17:52,521 - INFO - Chime second play scheduled - Deck: 61, Card: 2, Play Count: 1
2025-08-05 13:17:52,522 - INFO - Chime second play scheduled - Deck: 51, Card: 1, Play Count: 1
2025-08-05 13:17:52,611 - INFO - Chime second play scheduled - Deck: 53, Card: 2, Play Count: 1
