2025-08-05 13:17:13,502 - INFO - Chime activated (twice) - Deck: 51, Card: 1, Chime: engine_check
2025-08-05 13:17:13,520 - INFO - Chime activated (once) - Deck: 51, Card: 2, Chime: engine_check
2025-08-05 13:17:13,540 - INFO - Chime activated (once) - Deck: 52, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 13:17:13,560 - INFO - Chime activated (once) - Deck: 53, Card: 1, Chime: engine_check
2025-08-05 13:17:13,584 - INFO - Chime activated (twice) - Deck: 53, Card: 2, Chime: engine_check
2025-08-05 13:17:13,608 - INFO - Chime activated (once) - Deck: 54, Card: 1, Chime: blinker
2025-08-05 13:17:13,634 - INFO - Chime activated (continuous) - Deck: 55, Card: 1, Chime: jeep_seatbelt_alert
2025-08-05 13:17:13,666 - INFO - Chime activated (once) - Deck: 55, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 13:17:13,689 - INFO - Chime activated (once) - Deck: 56, Card: 1, Chime: low_fuel
2025-08-05 13:17:13,716 - INFO - Chime activated (once) - Deck: 56, Card: 2, Chime: engine_check
2025-08-05 13:17:13,740 - INFO - Chime activated (once) - Deck: 56, Card: 3, Chime: engine_check
2025-08-05 13:17:13,762 - INFO - Chime activated (once) - Deck: 59, Card: 1, Chime: blinker
2025-08-05 13:17:13,784 - INFO - Chime activated (once) - Deck: 60, Card: 1, Chime: blinker
2025-08-05 13:17:13,808 - INFO - Chime activated (twice) - Deck: 61, Card: 2, Chime: engine_check
2025-08-05 13:17:13,831 - INFO - Chime activated (twice) - Deck: 61, Card: 3, Chime: engine_check
2025-08-05 13:17:16,661 - INFO - Chime second play scheduled - Deck: 51, Card: 1, Play Count: 1
2025-08-05 13:17:16,725 - INFO - Chime second play scheduled - Deck: 53, Card: 2, Play Count: 1
2025-08-05 13:17:16,727 - INFO - Chime second play scheduled - Deck: 61, Card: 3, Play Count: 1
2025-08-05 13:17:16,727 - INFO - Chime second play scheduled - Deck: 61, Card: 2, Play Count: 1
