2025-08-05 14:51:48,545 - INFO - Chime activated (twice) - Deck: 51, Card: 1, Chime: engine_check
2025-08-05 14:51:48,564 - INFO - Chime activated (once) - Deck: 51, Card: 2, Chime: engine_check
2025-08-05 14:51:48,586 - INFO - Chime activated (once) - Deck: 52, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 14:51:48,603 - INFO - Chime activated (once) - Deck: 53, Card: 1, Chime: engine_check
2025-08-05 14:51:48,627 - INFO - Chime activated (twice) - Deck: 53, Card: 2, Chime: engine_check
2025-08-05 14:51:48,653 - INFO - Chime activated (once) - Deck: 54, Card: 1, Chime: blinker
2025-08-05 14:51:48,681 - INFO - Chime activated (continuous) - Deck: 55, Card: 1, Chime: jeep_seatbelt_alert
2025-08-05 14:51:48,710 - INFO - Chime activated (once) - Deck: 55, Card: 2, Chime: jeep_seatbelt_alert
2025-08-05 14:51:48,730 - INFO - Chime activated (once) - Deck: 56, Card: 1, Chime: low_fuel
2025-08-05 14:51:48,755 - INFO - Chime activated (once) - Deck: 56, Card: 2, Chime: engine_check
2025-08-05 14:51:48,775 - INFO - Chime activated (once) - Deck: 56, Card: 3, Chime: engine_check
2025-08-05 14:51:48,796 - INFO - Chime activated (once) - Deck: 59, Card: 1, Chime: blinker
2025-08-05 14:51:48,814 - INFO - Chime activated (once) - Deck: 60, Card: 1, Chime: blinker
2025-08-05 14:51:48,832 - INFO - Chime activated (twice) - Deck: 61, Card: 2, Chime: engine_check
2025-08-05 14:51:48,853 - INFO - Chime activated (twice) - Deck: 61, Card: 3, Chime: engine_check
2025-08-05 14:51:51,607 - INFO - Chime second play scheduled - Deck: 61, Card: 2, Play Count: 1
2025-08-05 14:51:51,608 - INFO - Chime second play scheduled - Deck: 51, Card: 1, Play Count: 1
2025-08-05 14:51:51,612 - INFO - Chime second play scheduled - Deck: 61, Card: 3, Play Count: 1
2025-08-05 14:51:51,613 - INFO - Chime second play scheduled - Deck: 53, Card: 2, Play Count: 1
